method,status,videos,micro_cer,micro_precision,micro_recall,micro_f1,macro_cer,macro_precision,macro_recall,macro_f1,source,path
easyocr,ok,25,1.0891437026077306,0.4417943773470009,0.8050675050859997,0.5705111402359109,2.3923677786435915,0.6230829555813204,0.8493993829452279,0.6811480550984463,/home/derbach/code/ocr_eval/results/easyocr_predictions.jsonl,
gomatching_pp,ok,25,0.5626040318106159,0.640882159315339,0.7201775476234511,0.6782199773578332,1.8938256317937336,0.772073771486245,0.7687200237694958,0.7291978305922164,/home/derbach/code/gomatching_work/output/gomatching_pp_bov/preds,
rapidocr,ok,25,0.7862030700943222,0.5519750519750519,0.8838542629924172,0.6795591894774262,0.7567201810069597,0.7128379104910849,0.9086442494165826,0.7653538972124327,/home/derbach/code/frame_predictions_rapidocr(1).csv,
paddle_vl15,ok,25,1.1087479193637877,0.4624294335215106,0.8786757906417607,0.6059562527900006,2.255641738325035,0.5546749450978757,0.8954121462276216,0.6451146867849781,/home/derbach/code/frame_predictions_ppocr(1).csv,
glm_ocr,ok,25,1.482522655816534,0.3555099124843722,0.7362678009987054,0.47949412827461607,0.7914084594364487,0.8414951218146463,0.7779228245550306,0.759024942935067,/home/derbach/code/frame_predictions_glmocr_clean(1).csv,
mmocr_quality_dbpp_sar_cn,ok,25,25.31588681339005,0.02306676658459123,0.5977436656186425,0.04441940050301672,35.682331977810925,0.022818536576410774,0.666269516805909,0.04362428151613325,/home/derbach/code/ocr_eval/results/mmocr_quality_dbpp_sar_cn_predictions.jsonl,
mmocr_engineering_panet_sar_cn,ok,25,19.887923062696505,0.03193165347809256,0.6560014795635287,0.06089897671863197,21.973857413598033,0.03488516457203808,0.6990809519590158,0.06583183591488517,/home/derbach/code/ocr_eval/results/mmocr_engineering_panet_sar_cn_predictions.jsonl,
vimts_original,missing,,,,,,,,,,,/home/derbach/code/ocr_eval/results/vimts_original_predictions.jsonl
